139 600,145447 11 11 1506 958
80 1,137463 1 4 0 2792
80 0,297739 1 3 0 558
80 0,121509 1 4 0 520
80 0,117002 1 4 0 1565
80 0,537239 1 2 0 1039
80 1,080521 4 7 706 7386
80 3,644751 2 3 607 164
80 0,001518 1 0 0 0
80 0,006315 4 1 4380 1
80 0,478951 2 4 631 1871
139 3,308458 0 2 0 1
80 0,574930 1 3 0 2792
80 0,118083 2 2 778 1
80 0,220943 4 9 726 8689
80 0,534556 1 2 0 1039
80 3,638217 1 2 0 562
80 0,297927 1 3 0 164
80 2,319355 9 10 706 14773
80 0,622854 2 4 595 2897
80 0,113067 1 2 0 1
80 0,118803 2 3 778 1
80 0,533285 1 2 0 1039
80 1,074200 7 4 706 3042
80 2,716099 7 7 806 5793
139 68,122025 22 17 2432 1661
139 0,207912 8 8 1007 765
80 0,114952 1 2 0 973
80 0,236034 5 8 578 10137
80 0,546879 1 2 0 678
80 4,046351 2 4 595 2897
80 0,119057 1 4 0 483
80 0,168002 3 6 726 5793
139 0,003109 1 0 0 0
445 0,026952 1 2 0 6
139 0,021729 7 6 591 343
139 0,023825 7 6 592 606
139 0,067023 7 6 589 566
80 0,117489 1 3 0 1461
80 0,532463 1 2 0 1039
80 0,117871 12 19 1042 24617
80 15,004020 2 2 151 244
80 1,074196 5 7 706 7386
80 3,114156 2 4 595 2897
80 0,117506 1 4 0 498
80 6,172378 9 9 726 13033
139 0,047458 1 0 0 0
445 0,075282 1 2 0 6
445 3,110053 1 2 0 6
80 15,043885 2 3 151 244
80 0,590045 2 4 595 2897
80 0,097494 1 4 0 484
80 0,215631 6 4 725 1449
80 0,313182 1 3 0 562
80 0,303541 1 3 0 164
80 3,542596 2 3 778 1436
80 0,545076 2 0 779 0
80 0,691935 7 5 806 2897
80 0,572725 2 4 595 2897
80 0,119443 2 3 778 1
80 0,153626 2 4 1460 1461
80 0,123745 12 19 1042 24617
80 0,537505 1 2 0 1039
80 1,519409 5 6 726 7241
80 1,091795 5 7 706 7386
80 0,745971 2 3 595 2897
80 0,530861 1 2 0 557
80 0,121467 1 3 0 498
80 0,233205 3 8 726 8689
80 0,532326 1 2 0 686
80 0,133565 2 3 1460 1
80 0,122582 2 4 778 484
80 3,121822 2 0 779 0
80 0,246773 4 8 726 7241
80 66,406197 9 13 1110 12975
80 11,095276 2 4 595 2897
80 0,120922 1 4 0 480
80 2,687058 9 9 726 14481
139 0,020046 9 8 949 765
80 1,169860 2 4 595 2897
80 0,119427 1 2 0 869
80 0,120992 1 3 0 1436
80 0,118759 1 3 0 483
80 0,182723 3 6 726 5793
80 0,171006 5 7 806 5793
80 0,792040 6 8 582 10137
80 17,862206 2 3 1003 868
80 1,513529 2 4 595 2897
80 0,112521 1 3 0 498
80 0,119642 2 4 1460 1461
80 0,118475 3 7 1042 7241
80 0,538322 1 2 0 686
80 1,491025 7 3 726 1449
80 136,216736 31 21 10591 12794
139 0,013787 9 8 957 765
80 0,734850 2 4 595 2897
80 0,116057 2 4 1460 1461
80 0,121831 1 4 0 484
80 0,112334 6 10 1042 11585
80 0,223526 4 8 726 7241
80 0,527313 1 2 0 655
80 0,804085 3 5 549 4470
80 0,594737 2 4 595 2897
80 0,108675 1 4 0 1461
80 0,112460 1 4 0 480
80 0,175925 2 5 726 2897
80 0,232154 14 11 1042 20273
80 0,534859 1 2 0 684
80 0,630168 2 3 595 2897
80 0,113326 2 4 1460 1461
80 0,540094 1 2 0 686
80 0,505981 9 9 1042 17377
80 0,110970 1 4 0 1436
80 0,189413 5 5 806 5793
139 0,015482 7 6 592 570
80 0,602489 2 4 595 2897
80 0,130906 2 4 1460 1461
80 0,117690 1 4 0 483
80 0,111626 11 19 1042 24617
80 0,166468 3 6 726 5793
80 0,530110 1 2 0 626
80 0,525812 2 3 549 1574
139 0,420015 9 8 1007 765
80 1,139123 2 4 595 2792
80 0,227913 1 4 0 484
80 0,681822 1 1 0 637
80 0,318905 1 3 0 562
80 0,455663 1 3 0 164
80 1,515451 6 7 726 10137
80 0,802028 3 5 547 4470
80 0,509272 2 1 207 1
80 0,422193 3 2 298 1
80 0,425861 2 3 243 1
80 0,424110 2 1 243 1
80 0,404914 3 2 377 1
80 3,313009 2 2 243 1
80 0,426813 3 2 298 1
80 0,447186 2 2 243 1
80 0,425600 3 2 281 1
80 0,423600 3 2 287 1
80 0,419408 2 2 243 213
